"Benchmarking ID","Building Address","Building City","Building State","Building Zip","Building Name","Primary Type","Gross Floor Area","Submission Status #7","X Coordinate","Y Coordinate","Owner Company","Compliance Required","Submission Year","Energy Star Score","Weather Normalized Site EUI (kBtu/ft^2)","Direct GHG Emissions (Metric Tons CO2e)","Indirect GHG Emissions (Metric Tons CO2e)","Weather Normalized Source EUI (kBtu/ft^2)","Indoor Water Use (All Water Sources) (kgal)","Outdoor Water Use (All Water Sources) (kgal)","Water Use (All Water Sources) (kgal)"
"06-CM-01325","417 E 13th St","Kansas City","Missouri","64,106",,,"52,800","noSubmittal","39.0983346","-94.5779594","Interstate Building LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-MF-00210","213 Delaware St","Kansas City","Missouri","64,105","The Landings at River Market",,"107,879","noSubmittal","39.110178","-94.5844093","Landings Property Investors LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-MF-00710","318 W 7th St","Kansas City","Missouri","64,105","West 7th Street Lofts","Multifamily Housing","79,940","noSubmittal","39.1059303","-94.5871507","KC Lofts West Seventh Owner LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-MF-00840","817 Jefferson St","Kansas City","Missouri","64,105","Quality Hill Towers","Multifamily Housing","57,017","noSubmittal","39.104144","-94.5918074","QUALITY HILL APARTMENTS LP","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-MF-00880","323 W 8th St","Kansas City","Missouri","64,105","Lucas Place Lofts","Multifamily Housing","177,732","noSubmittal","39.1043941","-94.5869894","Lucas Place Lofts LLC, Old Town Management","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-MF-01210","1228 Baltimore Ave","Kansas City","Missouri","64,105","Kansas City Club","Hotel","170,400","noSubmittal","39.0988427","-94.5847371","MFH Properties LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-MF-01240","444 W 12th St","Kansas City","Missouri","64,105","Cathedral Square Towers","Multifamily Housing","130,000","noSubmittal","39.1005519","-94.589731","Cathedral Square Corp","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-OU-01210","1 W 12th St","Kansas City","Missouri","64,105",,,"410,543","noSubmittal","39.0999388","-94.5832162","1200 Chiefs Owner LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-OU-01310","1 W 13th St","Kansas City","Missouri","64,105","KC LIVE 5TH PLAT",,"268,398","noSubmittal","39.0986019","-94.5832566","Block 110 Residential LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-CM-00110","115 Grand Blvd","Kansas City","Missouri","64,106","Veolia Energy","Manufacturing/Industrial Plant","112,437","Exempt","39.1120597","-94.5798943","Veolia Energy Kansas City","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-CM-00710","100 E 7th St","Kansas City","Missouri","64,106","Western Union Building","Office","63,003","noSubmittal","39.10572","-94.5812909","WSHI LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-CM-00770","770 Admiral Blvd","Kansas City","Missouri","64,106","Comfort Inn and Suites",,"59,578","noSubmittal","39.1057803","-94.5744123","Lenexa Hospitality, LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-CM-00805","818 Grand Blvd","Kansas City","Missouri","64,106","Scaritt Building",,"139,260","noSubmittal","39.1037446","-94.5811133","CC Invest LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-CM-00815","500 E 8th St","Kansas City","Missouri","64,106","Admiral QOZB","ERROR: #N/A","355,662","Exempt","39.1048443","-94.5765486","Well TBC Kansas City JV, LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-CM-00820","800 Grand Blvd","Kansas City","Missouri","64,106",,,"59,757","noSubmittal","39.10408","-94.581267","Broadway 63 LLC & Christim LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-CM-00850","801 Walnut St","Kansas City","Missouri","64,106",,,"52,416","noSubmittal","39.1042846","-94.5815067","Lotus Hospitality LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-CM-00915","909 Walnut St","Kansas City","Missouri","64,106","909 Walnut","Mixed Use","326,771","noSubmittal","39.1028866","-94.5816237","911 E Walnut LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-CM-00920","906 Grand Blvd","Kansas City","Missouri","64,106","906 Grand Building","Financial Office","135,000","Exempt","39.1033029","-94.581107","906 Grand Boulevard Hospitality LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-CM-00930","903 Mcgee St","Kansas City","Missouri","64,106",,,"110,806","noSubmittal","39.1031717","-94.5791152","Gold Crown Properties","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-CM-00960","925 Grand Blvd","Kansas City","Missouri","64,106",,"ERROR: #N/A","111,807","noSubmittal","39.1025184","-94.5804836","DELTA QUAD HOLDINGS LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"30-IS-00810","800 Main St","Kansas City","Missouri","64,130",,,"153,216","noSubmittal","39.1044001","-94.5834349",,"Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"06-CM-00995","307 E 9th St","Kansas City","Missouri","64,106","Parking Garage",,"152,086","noSubmittal","39.1031195","-94.5791284","Pickwick Renaissance LLC, C/O Yarco Company LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-CM-01120","324 E 11th St","Kansas City","Missouri","64,106","Oak Tower","Office","268,362","noSubmittal","39.1012084","-94.5788092","K C Partners","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-CM-01140","1110 Grand Blvd","Kansas City","Missouri","64,106","Borrel Building",,"50,837","noSubmittal","39.1006247","-94.5811077","Cas-KC-Neda LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-CM-01165","1125 Grand Blvd","Kansas City","Missouri","64,106","Traders on Grand",,"251,719","noSubmittal","39.1000918","-94.5801137","1125 Grand Boulevard LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"30-IS-04210","4201 Indiana Ave","Kansas City","Missouri","64,130","King +Weeks Elementary School",,"150,000","noSubmittal","39.0502553","-94.543506","The School District of KCMO","Closed","2,023","0","0","0","0","0.00","0","0","0"
"30-IS-04515","4210 E 45th St","Kansas City","Missouri","64,130","Meservey Elementary School",,"64,900","noSubmittal","39.0444051","-94.5351277","The School District of KCMO","Closed","2,023","0","0","0","0","0.00","0","0","0"
"30-IS-04520","1800 E Emanuel Cleaver II Blvd","Kansas City","Missouri","64,130","BRUSH CREEK TOWERS",,"109,074","noSubmittal","39.0439278","-94.5630471","Housing Authority Of KCMO","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"06-CM-01170","1150 Grand Blvd","Kansas City","Missouri","64,106","Palace Building",,"74,788","noSubmittal","39.1000756","-94.5811842","Plaza Hotel LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"30-IS-05110","3710 E 51st St","Kansas City","Missouri","64,130",,,"90,365","noSubmittal","39.0337852","-94.5417739","Housing Authority Of KCMO","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"06-CM-01315","405 E 13th St","Kansas City","Missouri","64,106",,,"78,588","noSubmittal","39.0983581","-94.5782767","1301 OAK LEVEL OFFICE LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-CM-01430","1414 E Truman Rd","Kansas City","Missouri","64,106","St Stephen Baptist Church",,"87,475","noSubmittal","39.0955494","-94.5651023","St Stephens Baptist Church","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"30-MF-02610","2600 Swope Pkwy","Kansas City","Missouri","64,130",,,"71,100","noSubmittal","39.036497","-94.5438616","Paraclete Manor Apartments LLC","NA","2,023","0","0","0","0","0.00","0","0","0"
"06-CM-01440","1425 Oak St","Kansas City","Missouri","64,106",,"ERROR: #N/A","338,644","Exempt","39.0964219","-94.5780803","Communications Of AT&T","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-IN-00110","899 E 1st St","Kansas City","Missouri","64,106",,,"63,390","noSubmittal","39.1128023","-94.5756085","U S Sprint Communications Co","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-IN-01130","1101 Mcgee St","Kansas City","Missouri","64,106",,"Office","105,251","Exempt","39.1006712","-94.5794509","AT&T Corp","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-IN-01210","1219 Lydia Ave","Kansas City","Missouri","64,106",,,"84,574","noSubmittal","39.0985863","-94.5653038","VIANNEY REALTY LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-IS-01215","306 E 12th St","Kansas City","Missouri","64,106","The Argyle on 12th Homkor","Multifamily Housing","132,926","noSubmittal","39.100012","-94.579228","Arghom LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-IS-01610","1600 Dora St","Kansas City","Missouri","64,106",,,"74,860","noSubmittal","39.11517","-94.559439","Continental Steel Fabrication","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"31-CM-06620","6655 Troost Ave","Kansas City","Missouri","64,131","MEAN WELL USA KCMO","Non-Refrigerated Warehouse","141,048","Exempt","39.0065475","-94.5742108","Lee Holdings LLC","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"31-CM-06710","6700 Troost Ave","Kansas City","Missouri","64,131",,,"40,000","noSubmittal","39.0058138","-94.5752991","RGSR Partnership LP","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"06-MF-00315","500 E 3rd St","Kansas City","Missouri","64,106","Cold Storage Lofts - CLK","Multifamily Housing","340,053","noSubmittal","39.1109361","-94.5785251","Cold Storage Owner LLC, CLK Properties","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-MF-00710","722 Walnut St","Kansas City","Missouri","64,106","Walnut Tower Apartments (wl127)","Multifamily Housing","162,690","noSubmittal","39.1048307","-94.5820711","Apro II Walnut Tower Kansas City LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-MF-00810","600 E 8th St","Kansas City","Missouri","64,106",,"Multifamily Housing","174,713","noSubmittal","39.1045247","-94.5753797","Pinnacle Equities LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-MF-00820","650 E 8th St","Kansas City","Missouri","64,106",,"Multifamily Housing","108,536","noSubmittal","39.1044924","-94.5751387","Pinnacle Equities LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-MF-00830","700 E 8th St","Kansas City","Missouri","64,106",,"Multifamily Housing","265,126","noSubmittal","39.1046406","-94.5744929","THE MANHATTAN KC LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"31-CM-10425","903 E 104th St","Kansas City","Missouri","64,131",,,"152,869","noSubmittal","38.9392597","-94.5786447","EDH Holdings LLC","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"06-MF-00910","933 Mcgee St","Kansas City","Missouri","64,106","North Tower","Multifamily Housing","148,988","noSubmittal","39.1024293","-94.5792927","Gold Crown Properties","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-MF-00915","933 Mcgee St","Kansas City","Missouri","64,106","South Tower",,"178,848","noSubmittal","39.1024293","-94.5792927","Pickwick Renaissance LLC, C/O Yarco Company LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-MF-08120","811 Grand Blvd","Kansas City","Missouri","64,106","Courthouse Lofts","Multifamily Housing","320,706","noSubmittal","39.1039356","-94.5800555","Planned Industrial Expansion Authority of KC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"31-CM-10485","10450 Holmes Rd","Kansas City","Missouri","64,131",,,"59,084","noSubmittal","38.9386415","-94.5835782","EDH Holdings LLC","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"06-OU-00920","920 Mcgee St","Kansas City","Missouri","64,106",,,"226,384","noSubmittal","39.1028693","-94.5799289","Delta Quad Holdings LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"08-CM-00910","905 Grand Blvd","Kansas City","Missouri","64,108","905 Grand","ERROR: #N/A","54,097","Exempt","39.1033077","-94.5805622","Grand 903 Inc","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"08-CM-01510","1511 Baltimore Ave","Kansas City","Missouri","64,108",,,"54,175","noSubmittal","39.0954898","-94.584248","Hanna Land Acquisition LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"29-IN-04110","4100 Raytown Rd","Kansas City","Missouri","64,129",,,"29,953","noSubmittal","39.0498935","-94.4982463","Yagen Rental Properties LLC","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"08-CM-01720","1729 Grand Blvd","Kansas City","Missouri","64,108","Cypress Media LLC.",,"212,000","Exempt","39.0926701","-94.5805796","1729 Grand Boulevard LLC, VB 3D Dev Inc","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"08-CM-01830","1808 Woodland Ave","Kansas City","Missouri","64,108",,,"66,346","noSubmittal","39.090752","-94.5612419","Kansas City Call Company","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"29-IS-02630","2630 Topping Ave","Kansas City","Missouri","64,129","Askew Elementary School",,"58,190","noSubmittal","39.0771944","-94.516185","The School District of KCMO","Closed","2,023","0","0","0","0","0.00","0","0","0"
"08-CM-02010","2010 Baltimore Ave","Kansas City","Missouri","64,108",,,"75,375","noSubmittal","39.0887638","-94.5849752","Leedy James A Trustee","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"08-IS-02620","2625 W Paseo Blvd","Kansas City","Missouri","64,108",,,"58,710","noSubmittal","39.0784879","-94.5663516","Residences At West Paseo LP","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"29-IS-07610","7600 Ozark Rd","Kansas City","Missouri","64,129","National Guard Recruiter",,"143,861","noSubmittal","39.0401851","-94.4971193","To The Building Owner Of","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"09-CM-03120","3115 Troost Ave","Kansas City","Missouri","64,109",,,"61,931","noSubmittal","39.069629","-94.570934","3115 Troost Avenue Qalicb LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"09-IN-02110","3122 Gilham Plz","Kansas City","Missouri","64,109",,,"103,432","noSubmittal","39.069714","-94.579642","3122 Gilham LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"26-IS-06810","6835 E Truman Rd","Kansas City","Missouri","64,126",,,"118,053","noSubmittal","39.0930899","-94.5017435","LAND BANK OF KANSAS CITY MISSOURI","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"09-IN-03030","1108 E 30th St","Kansas City","Missouri","64,109",,,"75,998","noSubmittal","39.0726743","-94.5706639","Exact Wonder LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"09-IS-03110","3131 Troost Ave","Kansas City","Missouri","64,109",,,"78,457","noSubmittal","39.0693496","-94.5710836","3115 Troost Avenue Qalicb LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"09-IS-03115","3036 Troost Ave","Kansas City","Missouri","64,109","OPERATION BREAKTHROUGH INC","K-12 School","65,797","noSubmittal","39.0707652","-94.5717118","Operation Brighter Future Inc","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"09-IS-03120","1330 E Linwood Blvd","Kansas City","Missouri","64,109","Kansas City Scottish Rite","Worship Facility","117,000","Exempt","39.0691485","-94.5673591","Kansas City Scottish Rite","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"09-IS-03415","3421 Cherry St","Kansas City","Missouri","64,109",,,"50,578","noSubmittal","39.0643877","-94.5779594","Academie Layfayette","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"09-MF-03210","911 E Linwood Blvd","Kansas City","Missouri","64,109",,,"99,070","noSubmittal","39.0683824","-94.573445","CS Midtown LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"09-OU-03510","1105 E Armour Blvd","Kansas City","Missouri","64,109",,,"55,060","noSubmittal","39.0628783","-94.5708655","J&D Management LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"27-IN-01260","4900 E 12th St","Kansas City","Missouri","64,127",,,"32,000","noSubmittal","39.0985784","-94.5244624","Midtown Park Associates","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"10-CM-00410","425 Dr Martin Luther King Jr Blvd","Kansas City","Missouri","64,110","MRIGlobal",,"224,478","noSubmittal","39.0379544","-94.5817034","MRIGlobal","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"10-CM-06330","1614 E 63rd St","Kansas City","Missouri","64,110",,,"86,842","noSubmittal","39.0140051","-94.5669918","Metro Plaza","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"10-CM-06340","8700 E 63rd Trfy","Kansas City","Missouri","64,133","Cosentino's Price Chopper",,"66,595","noSubmittal","39.0113019","-94.4839832","RCG-BRYWOOD OWNER LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"10-IS-05140","5109 Cherry St","Kansas City","Missouri","64,110","Linda Hall Library Trusts","Library","210,000","noSubmittal","39.0330745","-94.5797734","Linda Hall Library","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"10-IS-06320","1734 E 63rd St","Kansas City","Missouri","64,110",,,"99,828","noSubmittal","39.0132875","-94.565062","Sixty Third Street Office Inv LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"27-IN-02510","2540 Indiana Ave","Kansas City","Missouri","64,127",,"Industrial","32,406","noSubmittal","39.0789287","-94.5435866","Superior Metaltreating & Equipment Inc","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
